Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Dialogue/FS_Youmu_Lv3/006,Text,,"*콘파쿠 요우무
유유코님은 식탐이 많으셔서, 언제나 새로운 요리를 준비해야 하거든요……","*Youmu Konpaku
Lady Yuyuko's appetite demands creativity...","*魂魄妖梦
毕竟幽幽子大人很贪吃嘛，我总是要做一些新奇的食物……","*魂魄妖梦
毕竟幽幽子大人很贪吃嘛，我总是要做一些新奇的食物……","*魂魄妖夢
畢竟幽幽子大人很貪吃嘛，我總是要做一些新奇的食物……"
Dialogue/FS_Youmu_Lv3/007,Text,,그래서 유유코가 대체 누구야?,"Who's this ""Yuyuko"" you keep mentioning?",所以你一直在说的幽幽子谁啊？,所以你一直在说的幽幽子谁啊？,所以你一直在說的幽幽子誰啊？
Dialogue/FS_Youmu_Lv3/008,Text,,"*콘파쿠 요우무
아, 제가 말을 안 했었나요?","*Youmu Konpaku
Didn't I explain before?","*魂魄妖梦
啊，原来我没说过吗？","*魂魄妖梦
啊，原来我没说过吗？","*魂魄妖夢
啊，原來我沒說過嗎？"
Dialogue/FS_Youmu_Lv3/009,Text,,응.,Nope.,没有哦。,没有哦。,沒有哦。
Dialogue/FS_Youmu_Lv3/010,Text,,"*콘파쿠 요우무
유유코님은 제 주인이시자, 사이교우지 가의 장녀세요.
원래는 명계의 백옥루에서 같이 지냈어요.","*Youmu Konpaku
Lady Yuyuko Saigyouji—my master, princess of Hakugyokurou in the Netherworld.","*魂魄妖梦
幽幽子大人是我的主人，是西行寺家的大小姐。
平时我们就生活在冥界的白玉楼里。","*魂魄妖梦
幽幽子大人是我的主人，是西行寺家的大小姐。
平时我们就生活在冥界的白玉楼里。","*魂魄妖夢
幽幽子大人是我的主人，是西行寺家的大小姐。
平時我們就生活在冥界的白玉樓裡。"
Dialogue/FS_Youmu_Lv3/011,Text,,주인? 사이교우지? 명계?,Master? Netherworld?,主人？西行寺家？冥界？,主人？西行寺家？冥界？,主人？西行寺家？冥界？
Dialogue/FS_Youmu_Lv3/012,Text,,무슨 말인지 하나도 모르겠어.,I didn't understand anything you said.,你怎么一直在说我听不懂的东西。,你怎么一直在说我听不懂的东西。,你怎麼一直在說我聽不懂的東西。
Dialogue/FS_Youmu_Lv3/013,Text,,"*콘파쿠 요우무
그, 그러니까 유유코님은… 공주님 같은 분이세요.
저는 공주님의 호위구요.","*Youmu Konpaku
Just think of her as a princess I protect.","*魂魄妖梦
额，总之你就当幽幽子大人是个公主吧。
我就是公主大人的护卫。","*魂魄妖梦
额，总之你就当幽幽子大人是个公主吧。
我就是公主大人的护卫。","*魂魄妖夢
額，總之你就當幽幽子大人是個公主吧。
我就是公主大人的護衛。"
Dialogue/FS_Youmu_Lv3/014,Text,,"오오, 멋진데.","Wow, that sounds so cool.",哇，听起来好帅啊。,哇，听起来好帅啊。,哇，聽起來好帥啊。
Dialogue/FS_Youmu_Lv3/015,Text,,백옥루에선 무슨 일을 하는거야?,What do you usually do at Hakugyokurou?,你平时都在白玉楼里做什么呢。,你平时都在白玉楼里做什么呢。,你平時都在白玉樓裡做什麼呢。
Dialogue/FS_Youmu_Lv3/016,Text,,"*콘파쿠 요우무
보통은 정원을 순찰하면서 식물들을 다듬는 정도네요.
가끔 장을 보러 나가기도 하고요.","*Youmu Konpaku
Gardening, mostly. Sometimes shopping trips.","*魂魄妖梦
平日就在庭院里巡逻，修剪花草吧。
不过偶尔还是会外出购物什么的。","*魂魄妖梦
平日就在庭院里巡逻，修剪花草吧。
不过偶尔还是会外出购物什么的。","*魂魄妖夢
平日就在庭院裡巡邏，修剪花草吧。
不過偶爾還是會外出購物什麼的。"
Dialogue/FS_Youmu_Lv3/017,Text,,"*콘파쿠 요우무
그리고 유유코님이 외출하실 때 저도 같이 따라가요.","*Youmu Konpaku
I accompany Lady Yuyuko on outings—usually to banquets.","*魂魄妖梦
如果幽幽子大人外出的话，我也会一起陪同外出。","*魂魄妖梦
如果幽幽子大人外出的话，我也会一起陪同外出。","*魂魄妖夢
如果幽幽子大人外出的話，我也會一起陪同外出。"
Dialogue/FS_Youmu_Lv3/018,Text,,"*콘파쿠 요우무
그 외출의 대부분은 연회에 가는 거지만요……","*Youmu Konpaku
After all, lady Yuyuko goes out mostly to attend banquets…","*魂魄妖梦
说到底幽幽子大人外出大多数也是去参加宴会吧……","*魂魄妖梦
说到底幽幽子大人外出大多数也是去参加宴会吧……","*魂魄妖夢
說到底幽幽子大人外出大多數也是去參加宴會吧……"
Dialogue/FS_Youmu_Lv3/019,Text,,유유코를 정말 잘 따르네.,"You adore her, don't you?",你真的好喜欢幽幽子啊。,你真的好喜欢幽幽子啊。,你真的好喜歡幽幽子啊。
Dialogue/FS_Youmu_Lv3/020,Text,,"*콘파쿠 요우무
물론이죠! 유유코님을 지키는게 제 사명인걸요!","*Youmu Konpaku
Absolutely! Protecting her is my life's purpose!","*魂魄妖梦
当然了！守护幽幽子大人就是我的使命！","*魂魄妖梦
当然了！守护幽幽子大人就是我的使命！","*魂魄妖夢
當然了！守護幽幽子大人就是我的使命！"
Dialogue/FS_Youmu_Lv3/021,Text,,"*콘파쿠 요우무
제 목숨이 다할 때까지 말이에요.","*Youmu Konpaku
I'll guard Lady Yuyuko until my last breath.","*魂魄妖梦
我会守护住幽幽子大人，直到生命的尽头。","*魂魄妖梦
我会守护住幽幽子大人，直到生命的尽头。","*魂魄妖夢
我會守護住幽幽子大人，直到生命的盡頭。"
Dialogue/FS_Youmu_Empty/001,Text,,"*콘파쿠 요우무
고마워요.","*Youmu Konpaku
Thank you.","*魂魄妖梦
谢谢你。","*魂魄妖梦
谢谢你。","*魂魄妖夢
謝謝你。"
,,,,,,,

