Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Dialogue/FS_Mokou_Lv2/021,Text,,,"*Girl
Didn’t you consider keeping it for yourself? This is the elixir of eternal life.",,"*女孩
你就没有想过要私吞这个药吗？这可是不老不死之药啊。",
Dialogue/FS_Mokou_Lv2/022,Text,,,"*Iwakasa
…Do you truly believe immortality is a blessing?
Birth, aging, sickness, and death are humanity’s natural order. Defying it can’t end well.",,"*岩笠
……你真的觉得不老不死是一件好事吗？
生老病死，是一个人的自然规律。违背这个规律一定不会是好事的。",
Dialogue/FS_Mokou_Lv2/023,Text,,,"*Iwakasa
Those who crave immortality are the wealthy. For the poor, this elixir is merely a tool to seize fortune and status.",,"*岩笠
希望不老不死之人都是那些生活富裕的人。对于那些贫乏的人来说，不老不死之药则是获得莫大的财富与地位的生财之药。",
Dialogue/FS_Mokou_Lv2/024,Text,,,"Clearly, Iwakasa and the girl spoke past each other. Exhausted, she eventually fell asleep.",,很明显，岩笠和女孩没聊到一起。因为登山的疲惫，女孩渐渐睡了过去。,
Dialogue/FS_Mokou_Lv2/025,Text,,,"*Iwakasa
…Hey… wake up.",,"*岩笠
……醒……醒一醒。",
Dialogue/FS_Mokou_Lv2/026,Text,,,"*Girl
…Huh…? Did I… fall asleep…?",,"*女孩
……嗯……我这是？睡过去了吗……",
Dialogue/FS_Mokou_Lv2/027,Text,,,"*Iwakasa
It seems something happened while we slept.",,"*岩笠
看起来，在我们睡着的时候发生了什么。",
Dialogue/FS_Mokou_Lv2/028,Text,,,"[b]The girl looked around, terrified by the hellish sight—a sea of blood littered with soldiers’ corpses.[/b]",,"[b]女孩环顾四周，被这地狱一般的景象吓到了。
到处都是士兵的尸体，周围已经变成了一片血的海洋。[/b]",
Dialogue/FS_Mokou_Lv2/029,Text,,,"*Iwakasa
This doesn’t seem like a safe place to linger. I’ll dispose of the elixir on another mountain.
We should leave. Follow me if you insist.",,"*岩笠
看起来这里不是一个可以久留的地方，我还是去另一座山处理这个药吧。
我们该走了，如果你还想要继续跟着我，就随你吧。",
Dialogue/FS_Mokou_Lv2/030,Text,,,"On the way down, the girl couldn’t stop thinking about Iwakasa’s words.
The elixir of immortality—the fabled Hourai Elixir—was now within her grasp.",,"下山的路上，女孩满脑子都是岩笠说的话。
蓬莱之药，不老不死的灵药，现在就在她的面前。",
Dialogue/FS_Mokou_Lv2/031,Text,,,"When she snapped back to her senses, she had already kicked Iwakasa down the steep slope, snatched the jar, and fled.
From that moment on, no one ever saw her again.",,"当女孩再次回过神来的时候，已经向在陡峭的下坡走着的岩笠背后狠狠地踹去，然后一把抢过那个壶逃掉了。
从那个时候开始，就再没有人见过她的身影了。",
Dialogue/FS_Mokou_Lv2/033,Text,,,"*Fujiwara no Mokou
Alright, the story ends here.
Phew… that was quite a long tale.",,"*藤原妹红
好，故事到这里就结束了。
呼~真是一个漫长的故事呢。",
Dialogue/FS_Mokou_Lv2/034,Text,Lucy,,"It sounds… like a very sad story.
I wonder what happened to the girl in the end. I hope she found peace.",,"听起来，是一个很悲伤的故事呢……
不知道故事最后的女孩怎么样了，真希望她能好好的活着啊。",
Dialogue/FS_Mokou_Lv2/035,Text,,,"*Fujiwara no Mokou
—I’m sure she’s… still living on.",,"*藤原妹红
——是啊，一定好好地活着吧。",
Dialogue/FS_Mokou_Lv2/036,Text,,,[b]Mokou gazed silently at the moon overhead.[/b],,[b]妹红抬头望着天上的月亮，不再说话了。[/b],
Dialogue/FS_Mokou_Lv3/002,Text,,,"[b](Fujiwara no Mokou stands silently by the fire, staring blankly into the flames.)[/b]",,[b]（藤原妹红静静地站在火堆旁，盯着篝火怔怔地发愣）[/b],
Dialogue/FS_Mokou_Lv3/003,Text,Lucy,,"Miss Mokou, you’re alone again.",,妹红小姐，你又在一个人呆着了啊。,
Dialogue/FS_Mokou_Lv3/004,Text,,,"*Fujiwara no Mokou
When you live long enough, solitude becomes a habit. I prefer to think alone.",,"*藤原妹红
人活得久了，总会变得孤寂，喜欢自己一个人呆着想事情嘛。",
Dialogue/FS_Mokou_Lv3/005,Text,Lucy,,"But you don’t look that old…
What are you thinking about, then?",,"我看妹红小姐你也没多大嘛……
那妹红小姐又在一个人想着什么呢。",
Dialogue/FS_Mokou_Lv3/006,Text,,,"*Fujiwara no Mokou
Let me ask you a question, Lucy.",,"*藤原妹红
这样，我问你一个问题吧，露西。",
Dialogue/FS_Mokou_Lv3/007,Text,,,"*Fujiwara no Mokou
If you could gain immortality, what would you do? Would you choose it?",,"*藤原妹红
如果你可以获得不老不死的力量，你会怎么做？你会选择获得这份力量吗？",
Dialogue/FS_Mokou_Lv3/007_O1_1,Text,Lucy,,Of course I would! It’s eternal life!,,当然会选择获得这份力量的吧？这可是能不老不死啊。,
Dialogue/FS_Mokou_Lv3/007_O1_2,Text,Lucy,,"With immortality, I could do so much—help so many people.",,有了这份力量，我就可以做到很多很多的事情，帮助更多的人们了啊。,
Dialogue/FS_Mokou_Lv3/007_O1_3,Text,Lucy,,"I could go anywhere, see everything. It’d be wonderful.",,我还可以去到任何我想去的地方，看到不同的风景，多好啊。,
Dialogue/FS_Mokou_Lv3/007_O1_4,Text,,,"*Fujiwara no Mokou
You’re too optimistic, Lucy.
Immortality isn’t the blessing you imagine…",,"*藤原妹红
露西你真是乐观呢。
不老不死可不是什么你想象里这么美好的东西啊……",
Dialogue/FS_Mokou_Lv3/007_O2_1,Text,Lucy,,I… don’t think I’d choose it.,,我想，我应该不会选择这份力量吧。,
Dialogue/FS_Mokou_Lv3/007_O2_2,Text,,,"*Fujiwara no Mokou
Oh? Why? It’s the power to never die.",,"*藤原妹红
哦？为什么呢？这可是不会死去的力量啊。",
Dialogue/FS_Mokou_Lv3/007_O2_3,Text,Lucy,,"How do I put this… Even if death is gone, the pain of life remains.
I don’t think I could endure that forever.",,"该怎么说呢……虽然我也知道这份力量非常强大，但是如果人不会死了，经历过的种种痛苦，都不会忘记的吧。
我不觉得我能一直承受着那些痛苦活下去。",
Dialogue/FS_Mokou_Lv3/007_Option0,Text,,,Of course I would.,,当然会的吧。,
Dialogue/FS_Mokou_Lv3/007_Option1,Text,,,I wouldn’t choose it.,,我不会选择这份力量。,
Dialogue/FS_Mokou_Lv3/008,Text,Lucy,,"Miss Mokou… that story you told earlier—it’s your own, isn’t it?",,妹红小姐你上次说的故事，其实就是你自己的故事吧。,
Dialogue/FS_Mokou_Lv3/009,Text,,,"*Fujiwara no Mokou
Well, I wasn’t hiding it.",,"*藤原妹红
嘛，我也没打算隐瞒就是了。",
Dialogue/FS_Mokou_Lv3/010,Text,,,"*Fujiwara no Mokou
For me, this power is a curse—a penance for sins I must atone for.",,"*藤原妹红
对我来说，这份力量确实是一种诅咒，是我为了赎回以前犯下的罪孽而不得不承受的。",
Dialogue/FS_Mokou_Lv3/011,Text,,,"*Fujiwara no Mokou
A body that never ages, yet cannot die… can this still be called “human”?",,"*藤原妹红
不会老去，也不被允许死去的这具身躯，真的还能被称作“人”吗……",
Dialogue/FS_Mokou_Lv3/012,Text,,,"*Fujiwara no Mokou
No wonder people fear and avoid me. I’m not even human anymore.",,"*藤原妹红
人们惧怕我，远离我也是理所应当的吧，毕竟我连人都算不上啊。",
Dialogue/FS_Mokou_Lv3/013,Text,Lucy,,"But even so, you always protect everyone around you.",,但是，就算这样妹红小姐不还是一直在保护着周围的人吗？,
Dialogue/FS_Mokou_Lv3/014,Text,Lucy,,"Not just me—whenever others are in danger, you shield them without hesitation.",,不仅仅是我，其他的调查员也是，大家陷入危险的时候，妹红小姐都会毫不犹豫地挡住我们面前承受攻击啊。,
Dialogue/FS_Mokou_Lv3/015,Text,,,"*Fujiwara no Mokou
Well… being immortal means minor injuries are trivial.",,"*藤原妹红
嘛……毕竟因为我是不死的，这一点点小伤不算什么。",
Dialogue/FS_Mokou_Lv3/016,Text,Lucy,,"But you still feel pain.
You never care for yourself. Even if you don’t, think about those who worry for you.",,"但即使是这样，妹红小姐也还是能感受到痛的吧。
你总是不珍惜自己的身体呢，就算你不为了自己着想，也为了身边这些担心着你的人想想吧。",
Dialogue/FS_Mokou_Lv3/017,Text,,,"*Fujiwara no Mokou
…Fine. I’ll be more careful next time.",,"*藤原妹红
嘛……你这么说的话，我下次会注意的。",
Dialogue/FS_Mokou_Lv4/002,Text,Lucy,,Miss Mokou… are you okay?,,妹红小姐……你还好吗？,
Dialogue/FS_Mokou_Lv4/003,Text,,,"*Mokou
Don’t worry about me.
Check on the others—they seem unwell.",,"*妹红
不用担心我。
你还是去关心别的调查员吧，他们看起来状态不太对。",
Dialogue/FS_Mokou_Lv4/004,Text,Lucy,,"I will…
But you’re being too calm.",,"我当然会这么做……
但是你看起来有点太过冷静了。",
Dialogue/FS_Mokou_Lv4/005,Text,,,"*Mokou
After speaking with Kaguya, I’ve faced my heart.
…Claiming I’m not anxious would be a lie.",,"*妹红
和辉夜对话之后，我终于直面了自己的内心。
…如果我说心里没有一点不安，那肯定是在说谎。",
Dialogue/FS_Mokou_Lv4/006,Text,,,"*Mokou
But dwelling on it won’t bring answers. We must move forward.",,"*妹红
但就算我现在再苦恼也没有办法得到任何答案，还不如抱着疑问继续前进。",
Dialogue/FS_Mokou_Lv4/007,Text,,,"*Mokou
…Everything will be alright. I believe that.",,"*妹红
…一切都会好起来的，我是如此地深信着。",
Dialogue/FS_Mokou_Lv4/008,Text,Lucy,,Truthfully… I’m filled with doubts too.,,其实…我的心中也怀抱着种种的不安。,
Dialogue/FS_Mokou_Lv4/009,Text,Lucy,,"My father suffers endlessly… Azar is a traitor…
And the world keeps looping…",,"爸爸一直在受尽折磨……阿扎尔其实是叛徒……
还有世界一直在不断循环什么的。",
Dialogue/FS_Mokou_Lv4/010,Text,Lucy,,"So much information, the weight of saving the world—it’s all on me now…",,一瞬间超大量的信息突然涌入我的脑海，拯救世界的重担突然就交到了我的手上……,
Dialogue/FS_Mokou_Lv4/011,Text,Lucy,,"Will things truly get better…?
Even if I grasp hope, can I really move forward?",,"一切真的都会变好吗…。
即使抓住了希望的尾巴，但我自己真的可以就这么前进吗。",
Dialogue/FS_Mokou_Lv4/012,Text,Lucy,,Honestly… I’m not confident.,,说真的，我拿不出自信来呀。,
Dialogue/FS_Mokou_Lv4/013,Text,,,"*Mokou
This burden is too heavy for a child.
It’s okay to give up if it’s too much.",,"*妹红
这一切，对你这个小孩子来说，都太过沉重了啊。
如果你撑不下去了，放弃也是可以的。",
Dialogue/FS_Mokou_Lv4/014,Text,Lucy,,"If we count the loops, I’m over 500 years old—half your age.
I’m not a fragile child anymore.",,"硬要说的话，算上循环我也500多岁了，已经到了你的岁数的一半了。
我已经不是一个脆弱的小孩了。",
Dialogue/FS_Mokou_Lv4/015,Text,Lucy,,"I haven’t seen a better future yet.
But we can still strive to reach it.",,"我还没能看到变得更好的未来。
我们都还能够试着去接近那个更好的未来。",
Dialogue/FS_Mokou_Lv4/016,Text,Lucy,,"No matter what, I’ll keep moving forward—to defeat Azar, to return to reality.",,"无论发生什么，我都会至死不渝地前进。
不管是打败阿扎尔，还是回到现实世界。",
Dialogue/FS_Mokou_Lv4/017,Text,,,"*Mokou
…If you falter, rely on me.
I’m still your elder sister, after all.",,"*妹红
…如果你坚持不下去了，就来依靠我吧。
再怎么说，我还是比你大多了。我始终是你的姐姐。",
Dialogue/FS_Mokou_Lv4/018,Text,,,"*Mokou
Press on, Lucy. As you always have.
I’ll protect you, no matter what.",,"*妹红
前进吧，露西，就像往常一样。
无论发生什么事情，我都会保护着你的。",
Dialogue/FS_Mokou_Lv4_Failed/002,Text,,,"[y]Fujiwara no Mokou[g] refuses to listen. She will not aid you.
[sys](※ Insufficient tokens or unmet conditions. Try letting Mokou meet Kaguya?)）",,"[y]藤原妹红[g]并不想听你说任何话，她绝对不会帮助你任何事情。
[sys]（※ 信物不足或未满足特定条件。尝试去让妹红去和辉夜见上一面？）",
Dialogue/FS_Mokou_Lv4_Simple/002,Text,,,"*Mokou
Life. Life. Life.
The origin of life is darkness.",,"*妹红
生 生 生
生的开始 即是黑暗",
Dialogue/FS_Mokou_Lv4_Simple/003,Text,,,"*Mokou
Death. Death. Death.
The end of death is oblivion.",,"*妹红
死 死 死
死的终结 即是幽冥",
Dialogue/FS_Mokou_Master/002,Text,,,"*Mokou
Are we… about to oppose the entire world?",,"*妹红
我们，接下来是要与这个世界为敌吗？",
Dialogue/FS_Mokou_Master/003,Text,Lucy,,"If we return to reality, everyone here will die.    
By that logic… yes.",,"如果选择回到现实，这里的所有人都会死。
按这个逻辑思考的话，确实是这样的吧。",
Dialogue/FS_Mokou_Master/004,Text,,,"*Mokou
So… choosing to return to reality means we’ll “die”?",,"*妹红
也就是说，只要我们选择回到现实，就会“死”吗……",
Dialogue/FS_Mokou_Master/005,Text,Lucy,,"Yes. This must be hard for you…
To truly die, despite your immortality…",,"嗯，是这样的。……对你来说，这很难接受吧。
明明是不死之身，却还会真的死去……",
Dialogue/FS_Mokou_Master/006,Text,,,"*Mokou
No, Lucy, you misunderstand.
I told you before—I consumed the Hourai Elixir, became an immortal, and gained this undying body.",,"*妹红
不，露西，你没有明白。
我以前和你讲过故事，我吃下了蓬莱之药，变成了蓬莱人，成了不死之身。",
Dialogue/FS_Mokou_Master/007,Text,,,"*Mokou
…Do you know what immortals desire most?",,"*妹红
……你知道对于蓬莱人最想要的，是什么吗？",
Dialogue/FS_Mokou_Master/007_Option0,Text,,,I don’t know. (Shakes head),,不知道（摇头）,
Dialogue/FS_Mokou_Master/008,Text,,,"*Mokou
…Death.",,"*妹红
……是死亡。",
Dialogue/FS_Mokou_Master/009,Text,,,"*Mokou
Immortals cannot die. Even if our bodies are destroyed, our souls endure.
Given time, we will regenerate.",,"*妹红
蓬莱人是不会死去的，即使肉身破灭，灵魂依旧会存在。
只需要经过一段时间，我们就会重生。",
Dialogue/FS_Mokou_Master/010,Text,,,"*Mokou
What happens when you’re trapped in a world where death is impossible?",,"*妹红
那么，如果你处在一个死不掉的环境中，会怎么样呢？",
Dialogue/FS_Mokou_Master/011,Text,,,"*Mokou
…Endless suffering and torment.",,"*妹红
……答案是无尽的痛苦与折磨。",
Dialogue/FS_Mokou_Master/012,Text,,,"*Mokou
Immortality is a curse upon us—a sin to bear.",,"*妹红
不老不死对我们来说更是一种诅咒，是一种罪孽。",
Dialogue/FS_Mokou_Master/013,Text,,,"*Mokou
…To truly die would be salvation.",,"*妹红
…如果真的能死去的话，对我们来说反而是一场救赎。",
Dialogue/FS_Mokou_Master/014,Text,,,"*Mokou
But Lucy… are you truly prepared?
This is real death.",,"*妹红
反倒是露西你，真的没事吗？
这可是真的死亡啊。",
Dialogue/FS_Mokou_Master/015,Text,Lucy,,"I understand what it means. But it’s alright.
I now fully grasp what returning to reality entails—and what I must do.",,"我当然明白这意味着什么。但是没关系的。
现在的我已经彻底明白回到现实世界意味着什么，我应该做什么。",
Dialogue/FS_Mokou_Master/016,Text,Lucy,,"This virtual world, and all of us born within it… our existence has meaning. We are not sacrifices.",,这个虚拟世界，以及在虚拟世界中诞生的我们，一切的存在都是有意义的，我们绝对不是牺牲品。,
Dialogue/FS_Mokou_Master/017,Text,Lucy,,Even the “me” in reality would think this way—because I am still me.,,即使是现实中的“我”，肯定也是这么想的吧，因为“我”就是我啊。,
Dialogue/FS_Mokou_Master/018,Text,Lucy,,"Even if I vanish, “I” will keep striving to find purpose and meaning.",,即使我的存在消失了，“我”也一定会为了寻找它的价值与意义而不断前进吧。,
Dialogue/FS_Mokou_Master/019,Text,Lucy,,I won’t let the Master destroy any of this!,,我是绝对不会允许管理员破坏这一切的！,
Dialogue/FS_Mokou_Master/020,Text,,,"*Mokou
…True. I’ve lived a vibrant life. If the “me” outside can’t experience the same, wouldn’t that be a waste?",,"*妹红
……是啊，我已经体验过了五彩斑斓的生活，如果不能让外面那个“我”也体验到这样的生活，不就亏大发了吗。",
Dialogue/FS_Mokou_Master/021,Text,,,"*Mokou
This is the final battle.
Let’s fight—for our sake—to the very end!",,"*妹红
这就是最后一战了吧。
让我们，为了“我们”自己，奋战到底吧！",
Dialogue/FS_Mokou_Master_Simple/002,Text,,,"*Mokou
I don’t know what ending awaits us.
But if we don’t move forward, we’ll never reach any ending.",,"*妹红
我不知道我们将面对的是一个怎样的结局。
但是如果我们不前进，就永远也抵达不了结局了不是吗。",
Dialogue/FS_Mokou_Root/002,Text,,,"*Fujiwara no Mokou
This…",,"*藤原妹红
这…………",
Dialogue/FS_Mokou_Root/003,Text,,,"*Fujiwara no Mokou
Why… am I…",,"*藤原妹红
我……为什么……",
Dialogue/FS_Mokou_Root/004,Text,Lucy,,"…Are you okay, Miss Mokou?",,……你还好吗？妹红小姐。,
Dialogue/FS_Mokou_Root/005,Text,,,"*Fujiwara no Mokou
Lucy—what did you show me?!
What… was that vision…?",,"*藤原妹红
露西，你到底给我看了什么！
我看到的，又到底是什么……",
Dialogue/FS_Mokou_Root/006,Text,Lucy,,I don’t know what you saw…,,虽然我不知道你看到了什么东西……,
Dialogue/FS_Mokou_Root/007,Text,Lucy,,"But the Archives hold only truth.
What you witnessed… is the real you in reality.",,"但档案馆里的东西都是真实的。
你所看到的东西，就是现实里的你真正的样子。",
Dialogue/FS_Mokou_Root/008,Text,,,"*Fujiwara no Mokou
[sh]Th-This… This can’t be real!",,"*藤原妹红
[sh]这……这……这怎么可能！",
Dialogue/FS_Mokou_Root/009,Text,Lucy,,"To return to reality, you must know the truth of this world and accept it…",,为了回到现实世界，要让你们也知道这个世界的真相，做好接受现实的准备…,
Dialogue/FS_Mokou_Root/010,Text,,,"*Fujiwara no Mokou
[sh]Silence!!
You have no idea what my fate truly is!!",,"*藤原妹红
[sh]闭嘴！！
你根本不知道，我的结局会是什么样！！",
Dialogue/FS_Mokou_Root/011,Text,,,"*Lucy
M-Mokou? Are… are you really okay…?",,"*露西
妹，妹红？你…你真的还好吧……",
Dialogue/FS_Mokou_Root/012,Text,,,"*Fujiwara no Mokou (?)
Don’t call me Mokou. I’m not her.",,"*藤原妹红（？）
别叫我妹红，我根本就不是妹红。",
Dialogue/FS_Mokou_Root/013,Text,,,"*Fujiwara no Mokou (?)
Forgive me, Lucy. I won’t assist you further.",,"*藤原妹红（？）
抱歉，露西。接下来的事我不会再帮你了。",
Dialogue/FS_Mokou_Root/014,Text,,,"*Fujiwara no Mokou (?)
If you need help, seek another investigator.",,"*藤原妹红（？）
如果你确实需要调查员的帮助，就去找找其他人吧。",
Dialogue/FS_Mokou_Root/015,Text,,,"*Fujiwara no Mokou (?)
Leave me.
Let me be alone.",,"*藤原妹红（？）
别跟我说话了。
让我自己一个人静一静。",
Dialogue/FS_Mokou_Root/016,Text,,,[b]Mokou seems deeply troubled.[/b],,[b]妹红看起来非常困扰。[/b],
,,,,,,,
,,,,,,,
,,,,,,,

