Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Dialogue/Root/13,Text,露西,,"…At least, that’s what Phoenix said.",,……起码凤凰是这么说的。,
Dialogue/Root/14,Text,,,"*Tiamat
You’re right.",,"*提亚玛特
你说得对。",
Dialogue/Root/15,Text,露西,,"Alright, as long as you can accept it, we’ll talk later.",,嗯，你能接受就好，我们稍后见。,
Dialogue/Root/16,Text,,,"*Tiamat
Sure, see you later.",,"*提亚玛特
好的，一会儿再见。",
Dialogue/Root/17,Text,,,"*Tiamat
…………",,"*提亚玛特
…………",
Dialogue/Root/18,Text,,,"*Tiamat
……………………",,"*提亚玛特
……………………",
Dialogue/Root/19,Text,,,"*Tiamat
How many times have you heard this conversation between us, the one outside the box?",,"*提亚玛特
这是你第几次听到我们的对话呢，在盒子外存在的那位？",
Dialogue/Root/20,Text,,,"*Tiamat
Well, being able to meet here at least proves I’ve done something right, doesn’t it?",,"*提亚玛特
不过，能在这里相见，至少说明我做的还不错，对吧。",
Dialogue/Root/21,Text,,,"*Tiamat
To the one I’ve never met—my Master.",,"*提亚玛特
我未曾谋面的——主人。",
,,,,,,,

